SESE20181,通訊電子學,3,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910282,zh-tw
SESE10159,電子實驗(2),1,謝育立,,1,951,系統工程與科技學士學位學程,必修,111-2-910283,zh-tw
SESE10159,電子實驗(2),1,謝育立,,1,951,系統工程與科技學士學位學程,必修,111-2-910284,zh-tw
SESE20182,半導體元件物理,3,謝育立,,1,951,系統工程與科技學士學位學程,選修,111-2-910285,zh-tw
SESE10165,電路學(1),3,葉宗翰,,1,951,系統工程與科技學士學位學程,必修,111-2-910286,zh-tw
SESE20026,微電子技術,3,葉宗翰,,1,951,系統工程與科技學士學位學程,選修,111-2-910287,zh-tw
SESE20183,光電子學,3,葉宗翰,,1,951,系統工程與科技學士學位學程,選修,111-2-910288,zh-tw
SESE20184,光電通訊,3,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910289,zh-tw
SESE20185,自動控制實驗,1,藍建武,,1,951,系統工程與科技學士學位學程,必修,111-2-910290,zh-tw
SESE10230,電子學(2),3,談光雄,,1,951,系統工程與科技學士學位學程,必修,111-2-910291,zh-tw
SESE20187,自動控制系統(2),3,楊家宏,,1,951,系統工程與科技學士學位學程,必修,111-2-910293,zh-tw
SESE20188,工業電子,3,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910294,zh-tw
SESE10049,數位邏輯設計,3,林振輝,,1,951,系統工程與科技學士學位學程,必修,111-2-910295,zh-tw
SESE10039,微算機原理與實驗,3,林振輝,,1,951,系統工程與科技學士學位學程,選修,111-2-910296,zh-tw
SESE20064,電腦輔助邏輯電路設計,3,張德仁,,1,951,系統工程與科技學士學位學程,選修,111-2-910297,zh-tw
SESE20189,作業系統,3,張德仁,,1,951,系統工程與科技學士學位學程,選修,111-2-910298,zh-tw
SESE10130,資訊安全,3,張克勤,,1,951,系統工程與科技學士學位學程,選修,111-2-910299,zh-tw
SESE10239,資料結構,3,張克勤,,1,951,系統工程與科技學士學位學程,選修,111-2-910300,zh-tw
SESE10055,普通物理(2),3,王哲釧,,1,951,系統工程與科技學士學位學程,必修,111-2-910301,zh-tw
SESE20084,工程法規及採購,3,張文南,,1,951,系統工程與科技學士學位學程,必修,111-2-910302,zh-tw
SESE20190,設施水電工程及實習,3,趙振宇,,1,951,系統工程與科技學士學位學程,必修,111-2-910303,zh-tw
SESE20088,軍事防護工程,2,蔡營寬,,1,951,系統工程與科技學士學位學程,必修,111-2-910304,zh-tw
SESE20191,鋼筋混凝土,3,張文南,,1,951,系統工程與科技學士學位學程,必修,111-2-910305,zh-tw
SESE20192,計算機在工程之應用及實習,2,張文南,,1,951,系統工程與科技學士學位學程,選修,111-2-910306,zh-tw
SESE20089,氣候學,3,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910307,zh-tw
SESE20193,數值天氣預報及實習,3,林永慶,,1,951,系統工程與科技學士學位學程,必修,111-2-910308,zh-tw
SESE10240,熱帶氣象學,3,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910309,zh-tw
SESE20093,雷達氣象學,3,蔡世樵,,1,951,系統工程與科技學士學位學程,選修,111-2-910310,zh-tw
SESE20194,中尺度氣象學,3,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910311,zh-tw
SESE20082,土地法,3,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910312,zh-tw
SESE20085,行動定位與戰場管理,3,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910313,zh-tw
SESE20195,地理資訊製圖,3,吳憲珉,,1,951,系統工程與科技學士學位學程,選修,111-2-910314,zh-tw
SESE20196,建築設計,2,張又升,,1,951,系統工程與科技學士學位學程,選修,111-2-910315,zh-tw
SESE10076,武器及戰鬥載具概論,3,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910316,zh-tw
SESE10161,電腦輔助機械製圖,1,朱子文,,1,951,系統工程與科技學士學位學程,必修,111-2-910317,zh-tw
SESE10161,電腦輔助機械製圖,1,朱子文,,1,951,系統工程與科技學士學位學程,必修,111-2-910318,zh-tw
SESE10231,工程數學(2),3,陳竺博淵、潘冠呈,,1,951,系統工程與科技學士學位學程,必修,111-2-910319,zh-tw
SESE10235,流體力學,3,林俊成,,1,951,系統工程與科技學士學位學程,必修,111-2-910320,zh-tw
SESE10167,電路學及實驗,3,李永隆,,1,951,系統工程與科技學士學位學程,必修,111-2-910321,zh-tw
SESE10029,工程軟體實務,3,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910322,zh-tw
SESE10241,實驗設計法,3,陳冠宇,,1,951,系統工程與科技學士學位學程,選修,111-2-910324,zh-tw
SESE20146,自動控制,3,朱子文,,1,951,系統工程與科技學士學位學程,必修,111-2-910325,zh-tw
SESE20197,系統工程概論,3,鄧世剛,,1,951,系統工程與科技學士學位學程,必修,111-2-910326,zh-tw
SESE20147,高等材料力學,3,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910327,zh-tw
SESE20198,載具戰鬥系統設計,3,李永隆,,1,951,系統工程與科技學士學位學程,選修,111-2-910328,zh-tw
SESE10034,彈道學及實驗(1),3,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910329,zh-tw
SESE10045,應用力學-動力學,3,陳幼良,,1,951,系統工程與科技學士學位學程,必修,111-2-910330,zh-tw
SESE20199,兵器工程專題實作(2),1,李永隆,,1,951,系統工程與科技學士學位學程,必修,111-2-910331,zh-tw
SESE20199,兵器工程專題實作(2),1,鄧世剛,,1,951,系統工程與科技學士學位學程,必修,111-2-910332,zh-tw
SESE20200,飛彈系統,3,李永隆,,1,951,系統工程與科技學士學位學程,必修,111-2-910333,zh-tw
SESE10209,兵器工程及實習(2),3,孫懷谷,,1,951,系統工程與科技學士學位學程,選修,111-2-910334,zh-tw
SESE20201,兵器工程專題實作(4),1,陳幼良,,1,951,系統工程與科技學士學位學程,必修,111-2-910335,zh-tw
SESE20201,兵器工程專題實作(4),1,葉昭南,,1,951,系統工程與科技學士學位學程,必修,111-2-910336,zh-tw
SESE10242,車輛檢修實務,3,黃寶錩,,1,951,系統工程與科技學士學位學程,必修,111-2-910338,zh-tw
SESE10140,車輛感測元件與控制,3,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910339,zh-tw
SESE10143,車輛磨潤系統設計,3,黃寶錩,,1,951,系統工程與科技學士學位學程,選修,111-2-910340,zh-tw
SESE20203,內燃機實務,1,周志正,,1,951,系統工程與科技學士學位學程,必修,111-2-910341,zh-tw
SESE20204,車輛設計製造專題實作(2),1,宋易哲,,1,951,系統工程與科技學士學位學程,必修,111-2-910342,zh-tw
SESE20205,車輛結構分析,3,曾有志,,1,951,系統工程與科技學士學位學程,必修,111-2-910343,zh-tw
SESE20206,電動車及混合動力車,3,周志正,,1,951,系統工程與科技學士學位學程,選修,111-2-910344,zh-tw
SESE20207,車輛動力工程專題實作(4),1,周志正,,1,951,系統工程與科技學士學位學程,必修,111-2-910345,zh-tw
SESE20208,車輛控制工程專題實作(4),1,許曆山,,1,951,系統工程與科技學士學位學程,必修,111-2-910346,zh-tw
SESE20209,車輛設計製造專題實作(4),1,黃寶錩,,1,951,系統工程與科技學士學位學程,必修,111-2-910347,zh-tw
SESE10231,工程數學(2),3,宋易哲,,1,951,系統工程與科技學士學位學程,必修,111-2-910349,zh-tw
SESE10205,系統工程管理概論,3,鄧世剛,,1,951,系統工程與科技學士學位學程,必修,111-2-910350,zh-tw
SESE10235,流體力學,3,陳冠宇,,1,951,系統工程與科技學士學位學程,必修,111-2-910351,zh-tw
SESE10151,造船原理(1),3,潘冠呈,,1,951,系統工程與科技學士學位學程,必修,111-2-910352,zh-tw
SESE20211,特殊船舶設計專題實作(2),1,林俊成,,1,951,系統工程與科技學士學位學程,必修,111-2-910353,zh-tw
SESE20212,輪機工程(1),3,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910354,zh-tw
SESE20214,特殊船舶設計專題實作(4),1,劉宗龍,,1,951,系統工程與科技學士學位學程,必修,111-2-910356,zh-tw
SESE20215,船舶結構學,3,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910357,zh-tw
SESE20216,輪機工程(2),3,林俊成,,1,951,系統工程與科技學士學位學程,選修,111-2-910358,zh-tw
SESE20225,土壤力學實驗,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910360,zh-tw
SESE10065,材料力學,3,蔡營寬,,1,951,系統工程與科技學士學位學程,必修,111-2-910361,zh-tw
SESE10013,土壤力學,3,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910362,zh-tw
SESE10244,工程材料實驗,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910363,zh-tw
SESE10231,工程數學(2),3,石棟鑫、楊順欽,,1,951,系統工程與科技學士學位學程,必修,111-2-910364,zh-tw
SESE10111,統計學,2,沈鴻禧,,1,951,系統工程與科技學士學位學程,必修,111-2-910365,zh-tw
SESE00115,熱力學,3,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910366,zh-tw
SESE10019,大氣物理學,3,林永慶,,1,951,系統工程與科技學士學位學程,必修,111-2-910368,zh-tw
SESE10081,測量程式設計,3,蔡明達,,1,951,系統工程與科技學士學位學程,必修,111-2-910369,zh-tw
SESE10119,航空攝影測量學實習,1,林玉菁,,1,951,系統工程與科技學士學位學程,必修,111-2-910370,zh-tw
SESE10022,工程測量學,3,李宜珊,,1,951,系統工程與科技學士學位學程,必修,111-2-910371,zh-tw
SESE10118,航空攝影測量學,3,林玉菁,,1,951,系統工程與科技學士學位學程,必修,111-2-910372,zh-tw
SESE10023,工程測量學實習,1,李宜珊,,1,951,系統工程與科技學士學位學程,必修,111-2-910373,zh-tw
SESE10084,測量學及實習,3,吳憲珉、林思源,,1,951,系統工程與科技學士學位學程,必修,111-2-910374,zh-tw
SESE10103,環境資訊及工程概論,3,林永慶、簡志峻,,1,951,系統工程與科技學士學位學程,必修,111-2-910375,zh-tw
SESE00038,服務學習 (1),0,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910376,zh-tw
SESE00064,導師輔導(6),0,沈鴻禧,,1,951,系統工程與科技學士學位學程,必修,111-2-910377,zh-tw
SESE20226,大氣科學專題實作(2),1,沈鴻禧,,1,951,系統工程與科技學士學位學程,必修,111-2-910378,zh-tw
SESE10233,導師輔導(8),0,林永慶,,1,951,系統工程與科技學士學位學程,必修,111-2-910379,zh-tw
SESE20227,空間科學專題實作(2),1,黃立信,,1,951,系統工程與科技學士學位學程,必修,111-2-910380,zh-tw
SESE00024,導師輔導(4),0,吳憲珉,,1,951,系統工程與科技學士學位學程,必修,111-2-910381,zh-tw
SESE10233,導師輔導(8),0,李宜珊,,1,951,系統工程與科技學士學位學程,必修,111-2-910382,zh-tw
SESE20228,災害防救整合專題實作(2),1,李宏輝,,1,951,系統工程與科技學士學位學程,必修,111-2-910383,zh-tw
SESE20229,軍事工程專題實作(2),1,張又升,,1,951,系統工程與科技學士學位學程,必修,111-2-910384,zh-tw
SESE00064,導師輔導(6),0,張文南,,1,951,系統工程與科技學士學位學程,必修,111-2-910385,zh-tw
SESE00022,導師輔導(2) ,0,簡志峻,,1,951,系統工程與科技學士學位學程,必修,111-2-910386,zh-tw
SESE00024,導師輔導(4),0,宋欣芳,,1,951,系統工程與科技學士學位學程,必修,111-2-910387,zh-tw
SESE00022,導師輔導(2) ,0,周志正,,1,951,系統工程與科技學士學位學程,必修,111-2-910388,zh-tw
SESE00022,導師輔導(2) ,0,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910389,zh-tw
SESE00024,導師輔導(4),0,李永隆,,1,951,系統工程與科技學士學位學程,必修,111-2-910390,zh-tw
SESE00024,導師輔導(4),0,曾有志,,1,951,系統工程與科技學士學位學程,必修,111-2-910391,zh-tw
SESE00024,導師輔導(4),0,劉宗龍,,1,951,系統工程與科技學士學位學程,必修,111-2-910392,zh-tw
SESE00064,導師輔導(6),0,陳幼良,,1,951,系統工程與科技學士學位學程,必修,111-2-910393,zh-tw
SESE00064,導師輔導(6),0,宋易哲,,1,951,系統工程與科技學士學位學程,必修,111-2-910394,zh-tw
SESE00064,導師輔導(6),0,林俊成,,1,951,系統工程與科技學士學位學程,必修,111-2-910395,zh-tw
SESE10233,導師輔導(8),0,葉昭南,,1,951,系統工程與科技學士學位學程,必修,111-2-910396,zh-tw
SESE10233,導師輔導(8),0,朱子文,,1,951,系統工程與科技學士學位學程,必修,111-2-910397,zh-tw
SESE10233,導師輔導(8),0,陳冠宇,,1,951,系統工程與科技學士學位學程,必修,111-2-910398,zh-tw
SESE10185,工程倫理,2,張枝成,,1,951,系統工程與科技學士學位學程,必修,111-2-910399,zh-tw
SESE10185,工程倫理,2,羅本喆,,1,951,系統工程與科技學士學位學程,必修,111-2-910400,zh-tw
SESE10185,工程倫理,2,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910401,zh-tw
SESE00118,中國兵書選讀,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910402,zh-tw
SESE00032,戰爭與文學,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910403,zh-tw
SESE00032,戰爭與文學,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910404,zh-tw
SESE00006,全民國防概論  ,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910405,zh-tw
SESE00006,全民國防概論  ,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910406,zh-tw
SESE00009,台灣史,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910408,zh-tw
SESE00010,哲學與人生,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910409,zh-tw
SESE00010,哲學與人生,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910410,zh-tw
SESE00047,科幻文學賞析  ,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910412,zh-tw
SESE00047,科幻文學賞析  ,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910413,zh-tw
SESE00050,美學與人生  ,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910414,zh-tw
SESE00033,戲劇與人生 ,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910415,zh-tw
SESE00044,生死學,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910416,zh-tw
SESE00030,性別教育,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910417,zh-tw
SESE00016,國際關係,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910419,zh-tw
SESE00016,國際關係,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910420,zh-tw
SESE00046,當代政治思潮,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910421,zh-tw
SESE00046,當代政治思潮,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910422,zh-tw
SESE00055,財務管理 ,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910423,zh-tw
SESE00055,財務管理 ,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910424,zh-tw
SESE00055,財務管理 ,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910425,zh-tw
SESE00055,財務管理 ,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910426,zh-tw
SESE00008,危機管理,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910427,zh-tw
SESE00122,運動科學概論,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910428,zh-tw
SESE00124,體適能與健康,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910429,zh-tw
SESE00054,英文寫作,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910431,zh-tw
SESE10250,日文(二),2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910432,zh-tw
SESE00034,日文(一) ,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910433,zh-tw
SESE00041,法文(一)  ,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910434,zh-tw
SESE00041,法文(一)  ,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910435,zh-tw
SESE00028,德文(一)  ,2,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910436,zh-tw
SESE10231,工程數學(2),3,郭心怡、楊順欽,,1,951,系統工程與科技學士學位學程,必修,111-2-910437,zh-tw
SESE20230,系統安全專題實作(4),1,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910438,zh-tw
SESE10162,電腦輔助製圖,1,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910439,zh-tw
SESE20231,計算機應用,3,系統工程,,1,951,系統工程與科技學士學位學程,選修,111-2-910440,zh-tw
SESE10246,彈道學及實驗(2),3,葉昭南,,1,951,系統工程與科技學士學位學程,選修,111-2-910441,zh-tw
SESE10094,熱力學(1),3,夏筱明,,1,951,系統工程與科技學士學位學程,必修,111-2-910442,zh-tw
SESE10186,體育,0,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910443,zh-tw
SESE10186,體育,0,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910444,zh-tw
SESE10186,體育,0,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910445,zh-tw
SESE10186,體育,0,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910446,zh-tw
SESE10123,計算機圖學,3,劉中宇,,1,951,系統工程與科技學士學位學程,選修,111-2-910447,zh-tw
SESE00038,服務學習 (1),0,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910448,zh-tw
SESE20045,結構學,3,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910449,zh-tw
SESE10186,體育,0,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910450,zh-tw
SESE10186,體育,0,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910451,zh-tw
SESE00052,英文(2),3,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910452,zh-tw
SESE20033,機械設計,3,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910453,zh-tw
SESE10186,體育,0,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910454,zh-tw
SESE10186,體育,0,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910455,zh-tw
SESE10186,體育,0,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910456,zh-tw
SESE10162,電腦輔助製圖,1,系統工程,,1,951,系統工程與科技學士學位學程,必修,111-2-910457,zh-tw
CSCS10025,離散數學,3,林政寬,"跨院基本素養(106),校基本素養(106),基本素養-量性推理(110)",,5C1,資訊學院共同課程,必修,111-2-515500,zh-tw
CSCS10025,離散數學,3,紀虹名,"跨院基本素養(106),校基本素養(106),基本素養-量性推理(110)",,5C1,資訊學院共同課程,必修,111-2-515501,zh-tw
CSCS10025,離散數學,3,嚴力行,"跨院基本素養(106),校基本素養(106),基本素養-量性推理(110)",,5C1,資訊學院共同課程,必修,111-2-515502,en-us
CSCS10005,數位電路設計,3,張明峰,,1,550,資訊工程學系,必修,111-2-515503,zh-tw
CSCS10005,數位電路設計,3,范倫達,,1,550,資訊工程學系,必修,111-2-515504,zh-tw
CSCS10005,數位電路設計,3,單智君,,1,550,資訊工程學系,必修,111-2-515505,en-us
CSCS10021,資料結構與物件導向程式設計,3,詹力韋,,1,550,資訊工程學系,必修,111-2-515506,zh-tw
CSCS10021,資料結構與物件導向程式設計,3,袁賢銘,,1,550,資訊工程學系,必修,111-2-515507,zh-tw
CSCS10021,資料結構與物件導向程式設計,3,黃世強,,1,550,資訊工程學系,必修,111-2-515508,en-us
CSCS10014,計算機組織,3,李毅郎,,1,550,資訊工程學系,必修,111-2-515509,zh-tw
CSCS10014,計算機組織,3,蔡文錦,,1,550,資訊工程學系,必修,111-2-515510,zh-tw
CSCS10014,計算機組織,3,蔡淳仁,,1,550,資訊工程學系,必修,111-2-515511,en-us
CSCS20047,通訊原理與無線網路,3,許騰尹,,1,550,資訊工程學系,必修,111-2-515512,zh-tw
CSCS20047,通訊原理與無線網路,3,趙禧綠,,1,550,資訊工程學系,選修,111-2-515513,zh-tw
CSCS10004,數值方法,3,林文杰,,1,550,資訊工程學系,必修,111-2-515514,zh-tw
CSCS10004,數值方法,3,莊榮宏,,1,550,資訊工程學系,必修,111-2-515515,zh-tw
CSCS20007,人工智慧概論,3,彭文志,,1,550,資訊工程學系,選修,111-2-515516,zh-tw
CSCS20007,人工智慧概論,3,陳奕廷,,1,550,資訊工程學系,選修,111-2-515517,en-us
CSCS10003,影像處理概論,3,陳冠文,,1,550,資訊工程學系,選修,111-2-515518,zh-tw
CSCS10003,影像處理概論,3,蕭旭峰,,1,550,資訊工程學系,選修,111-2-515519,zh-tw
CSCS00001,服務學習(一),0,黃敬群,,1,550,資訊工程學系,必修,111-2-515600,zh-tw
CSCS00003,生涯規劃及導師時間,0,張永儒,,1,550,資訊工程學系,必修,111-2-515601,zh-tw
CSCS10018,資訊工程專題(一),2,資工系,,1,550,資訊工程學系,必修,111-2-515602,en-us
CSCS10002,基礎程式設計,0,林政寬、洪瑞鴻、黃寗琪,,1,550,資訊工程學系,必修,111-2-515603,zh-tw
CSCS10019,資訊工程專題(二),2,邱維辰,,1,550,資訊工程學系,必修,111-2-515604,en-us
CSCS20006,人工智慧總整與實作,3,王才沛,,1,550,資訊工程學系,選修,111-2-515605,en-us
CSCS10008,正規語言概論,3,陳穎平,,1,550,資訊工程學系,選修,111-2-515606,zh-tw
CSCS20015,密碼學概論,3,易志偉,,1,550,資訊工程學系,選修,111-2-515607,zh-tw
CSCS10017,訊號與系統,3,蕭子健,,1,550,資訊工程學系,選修,111-2-515608,zh-tw
CSCS20054,嵌入式系統總整與實作,3,曾煜棋、吳昆儒,,1,OUZ,創創工坊,選修,111-2-515609,zh-tw
CSCS20028,物聯網應用設計與實作,3,林一平、林勻蔚、蔡文能,,1,550,資訊工程學系,選修,111-2-515610,zh-tw
CSCS20042,計算機網路管理,3,曾建超、王則涵、曾亮齊,,1,550,資訊工程學系,選修,111-2-515611,zh-tw
CSCS20035,組合數學,3,高孟駿,,1,550,資訊工程學系,選修,111-2-515612,en-us
CSCS20037,統計學,3,曾意儒,,1,550,資訊工程學系,選修,111-2-515613,en-us
CSCS20046,軟體工程概論,3,王豐堅,,1,550,資訊工程學系,選修,111-2-515614,zh-tw
CSCS20018,微分方程,3,黃世強,,1,550,資訊工程學系,選修,111-2-515615,en-us
CSCS20049,電腦安全總整與實作,3,李奇育,,1,550,資訊工程學系,選修,111-2-515616,en-us
CSCS20053,演算法在繞線問題的實務應用,3,李毅郎,,1,550,資訊工程學系,選修,111-2-515617,zh-tw
CSCS20040,網路系統總整與實作,3,王協源,,1,550,資訊工程學系,選修,111-2-515618,zh-tw
CSCS20038,網路規劃與管理實務,3,曾建超,,1,550,資訊工程學系,選修,111-2-515619,zh-tw
CSCS20022,數位訊號處理概論,3,莊仁輝,,1,550,資訊工程學系,選修,111-2-515620,zh-tw
CSCS20031,競技程式設計(一),3,謝旻錚,,1,550,資訊工程學系,選修,111-2-515621,zh-tw
CSCS10022,資料庫系統概論,3,彭文志,,1,550,資訊工程學系,選修,111-2-515622,zh-tw
CSIC30013,人工智慧,3,胡毓志,,4,502,網路與資訊系統博士學位學程,選修,111-2-535504,en-us
CSIC30016,作業系統總整與實作,3,葉宗泰,,4,502,網路與資訊系統博士學位學程,選修,111-2-535508,en-us
CSIC30147,高等UNIX程式設計,3,黃俊穎,,4,502,網路與資訊系統博士學位學程,選修,111-2-535512,zh-tw
CSIC30042,嵌入式即時系統,3,張立平,,3,605,機器人碩士學位學程,選修,111-2-535519,en-us
CSIC30064,機器學習之訊號處理應用,3,黃敬群,,4,502,網路與資訊系統博士學位學程,選修,111-2-535527,en-us
CSIC30158,難解計算問題專論,3,高孟駿,,4,502,網路與資訊系統博士學位學程,選修,111-2-535529,zh-tw
CSIC30093,網路安全,3,謝續平,,4,502,網路與資訊系統博士學位學程,選修,111-2-535603,en-us
CSIC30034,圖形識別,3,林彥宇,,4,502,網路與資訊系統博士學位學程,選修,111-2-535652,en-us
CSIC30026,創業實務,3,陳志成、謝志鴻,,4,502,網路與資訊系統博士學位學程,選修,111-2-535653,en-us
CSIC30142,電腦動畫與特效,3,林文杰,,4,502,網路與資訊系統博士學位學程,選修,111-2-535655,zh-tw
CSIC30006,XR跨域專題,3,莊榮宏、謝啟民、張宏宇,,1,OUZ,創創工坊,選修,111-2-535656,zh-tw
CSIC30107,視訊壓縮,3,劉育綸,,3,552,網路工程研究所,選修,111-2-535659,en-us
CSIC30161,區塊鏈開發與金融科技,3,黃俊龍,,3,552,網路工程研究所,選修,111-2-535660,en-us
CSDS30008,資訊理論與壓縮編碼的應用,3,蔡淳仁,,4,502,網路與資訊系統博士學位學程,選修,111-2-535701,en-us
BEPT10022,普通物理學(二),2,黃宣誠,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112262,zh-tw
LSLS10025,生命科學總論(下),2,李曉暉、羅清維、張欣暘、藍昇輝,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112501,zh-tw
LSLS10035,遺傳學原理的實作與應用,2,陳虹如、楊念中、陳嘉霖,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112502,zh-tw
LSLS10017,物理學實驗,1,羅俊民,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112504,zh-tw
LSLS10009,微積分(二),2,王禹超,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112505,zh-tw
LSLS10002,化學原理(二),2,許世宜,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112507,zh-tw
LSLS00004,生涯發展與學習(一下),1,俞震亞,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112511,zh-tw
LSLS00004,生涯發展與學習(一下),1,陳虹如,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112512,zh-tw
LSLS00006,生涯發展與學習(二下),1,可文亞,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112513,zh-tw
LSLS00006,生涯發展與學習(二下),1,袁維謙,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112514,zh-tw
LSLS00004,生涯發展與學習(一下),1,陳嘉霖,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112515,zh-tw
LSLS00006,生涯發展與學習(二下),1,陳燕彰,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112516,zh-tw
LSLS00006,生涯發展與學習(二下),1,李曉暉,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112517,zh-tw
LSLS00006,生涯發展與學習(二下),1,李敏嘉,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112518,zh-tw
LSLS00004,生涯發展與學習(一下),1,陳紀如,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112519,zh-tw
LSLS00004,生涯發展與學習(一下),1,賈世璿,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112520,zh-tw
MDDC10008,有機化學,3,蔡有光、王毓瑄、林照雄、廖韋晴,,1,304,生命科學系暨基因體科學研究所 ,必修,111-2-112901,zh-tw
MDBI30060,量化數據分析,2,陳卓逸,,5,559,資訊學院科技犯罪偵查資通訊碩士在職專班,選修,111-2-131006,zh-tw
MDBI30077,抽象思考與演算法,2,巫坤品,,4,118,跨領域醫學博士學位學程,選修,111-2-131008,zh-tw
LSGS30017,生物統計學,2,可文亞,,3,304,生命科學系暨基因體科學研究所 ,選修,111-2-133007,en-us
LSGS30018,生物統計學實習與Ｒ語言的運用 ,1,可文亞,,3,304,生命科學系暨基因體科學研究所 ,選修,111-2-133024,en-us
